,,,,,,,
,,,,,,,
,,,,,,,
Faculty,Area of Study,Area of Study Code,Level,Offered,Unit Code,Unit Name,More Info
Science,Mathematics,MATH,UG,Semester 1,MATH2069,Discrete Mathematics and Graph Theory,http://sydney.edu.au/courses/uos/MATH2069
Science,Mathematics,MATH,UG,Semester 2,MATH2070,Optimisation and Financial Mathematics,http://sydney.edu.au/courses/uos/MATH2070
Science,Mathematics,MATH,UG,Semester 1,MATH2961,Linear Mathematics and Vector Calculus Adv,http://sydney.edu.au/courses/uos/MATH2961
Science,Mathematics,MATH,UG,Semester 1,MATH2962,Real and Complex Analysis (Advanced),http://sydney.edu.au/courses/uos/MATH2962
Science,Mathematics,MATH,UG,Semester 2,MATH2965,Partial Differential Equations Intro Adv,http://sydney.edu.au/courses/uos/MATH2965
Science,Mathematics,MATH,UG,Semester 2,MATH2968,Algebra (Advanced),http://sydney.edu.au/courses/uos/MATH2968
Science,Mathematics,MATH,UG,Semester 1,MATH2969,Discrete Mathematics & Graph Theory Adv,http://sydney.edu.au/courses/uos/MATH2969
Science,Mathematics,MATH,UG,Semester 2,MATH2970,Optimisation & Financial Mathematics Adv,http://sydney.edu.au/courses/uos/MATH2970
Science,Mathematics,MATH,UG,Semester 2,MATH2988,Number Theory and Cryptography Advanced,http://sydney.edu.au/courses/uos/MATH2988
Science,Mathematics,MATH,UG,Semester 2,MATH3061,Geometry and Topology,http://sydney.edu.au/courses/uos/MATH3061
Science,Mathematics,MATH,UG,Semester 1,MATH3063,Nonlinear Odes with Applications,http://sydney.edu.au/courses/uos/MATH3063
Science,Mathematics,MATH,UG,Semester 1,MATH3066,Algebra and Logic,http://sydney.edu.au/courses/uos/MATH3066
Science,Mathematics,MATH,UG,Semester 2,MATH3068,Analysis,http://sydney.edu.au/courses/uos/MATH3068
Science,Mathematics,MATH,UG,Semester 2,MATH3075,Financial Mathematics,http://sydney.edu.au/courses/uos/MATH3075
Science,Mathematics,MATH,UG,Semester 1,MATH3076,Mathematical Computing,http://sydney.edu.au/courses/uos/MATH3076
Science,Mathematics,MATH,UG,Semester 2,MATH3078,PDEs and Waves,http://sydney.edu.au/courses/uos/MATH3078
Science,Mathematics,MATH,UG,Semester 1,MATH3961,Metric Spaces (Advanced),http://sydney.edu.au/courses/uos/MATH3961
Science,Mathematics,MATH,UG,Semester 1,MATH3962,Rings~ Fields and Galois Theory (Adv),http://sydney.edu.au/courses/uos/MATH3962
Science,Mathematics,MATH,UG,Semester 1,MATH3963,Differential Equations and Biomaths (Adv),http://sydney.edu.au/courses/uos/MATH3963
Science,Mathematics,MATH,UG,Semester 2,MATH3968,Differential Geometry (Advanced),http://sydney.edu.au/courses/uos/MATH3968
Science,Mathematics,MATH,UG,Semester 2,MATH3969,Measure Theory & Fourier Analysis (Adv),http://sydney.edu.au/courses/uos/MATH3969
Science,Mathematics,MATH,UG,Semester 1,MATH3974,Fluid Dynamics (Advanced),http://sydney.edu.au/courses/uos/MATH3974
Science,Mathematics,MATH,UG,Semester 2,MATH3975,Financial Mathematics (Advanced),http://sydney.edu.au/courses/uos/MATH3975
Science,Mathematics,MATH,UG,Semester 1,MATH3976,Mathematical Computing (Advanced),http://sydney.edu.au/courses/uos/MATH3976
Science,Mathematics,MATH,UG,Semester 2,MATH3977,Lagrangian & Hamiltonian Dynamics (Adv),http://sydney.edu.au/courses/uos/MATH3977
Science,Mathematics,MATH,UG,Semester 2,MATH3978,PDEs and Waves (Advanced),http://sydney.edu.au/courses/uos/MATH3978
Science,Molecular Biology,MBLG,UG,Semester 1,MBLG2071,Molecular Biology and Genomics,http://sydney.edu.au/courses/uos/MBLG2071
Science,Molecular Biology,MBLG,UG,Semester 2,MBLG2072,Genetics and Genomics,http://sydney.edu.au/courses/uos/MBLG2072
Science,Molecular Biology,MBLG,UG,Semester 1,MBLG2971,Molecular Biology and Genomics (Adv),http://sydney.edu.au/courses/uos/MBLG2971
Science,Molecular Biology,MBLG,UG,Semester 2,MBLG2972,Genetics and Genomics (Adv),http://sydney.edu.au/courses/uos/MBLG2972
Science,Microbiology,MICR,UG,Semester 1,MICR2021,Microbial Life,http://sydney.edu.au/courses/uos/MICR2021
Science,Microbiology,MICR,UG,Semester 2,MICR2022,Microbes in Society,http://sydney.edu.au/courses/uos/MICR2022
Science,Microbiology,MICR,UG,Semester 2,MICR2024,Microbes in the Environment,http://sydney.edu.au/courses/uos/MICR2024
Science,Microbiology,MICR,UG,Semester 1,MICR2921,Microbial Life (Advanced),http://sydney.edu.au/courses/uos/MICR2921
Science,Microbiology,MICR,UG,Semester 2,MICR2922,Microbes in Society (Advanced),http://sydney.edu.au/courses/uos/MICR2922
Science,Microbiology,MICR,UG,Semester 1,MICR3011,Microbes in Infection,http://sydney.edu.au/courses/uos/MICR3011
Science,Microbiology,MICR,UG,Semester 2,MICR3032,Molecular Microbiology Concepts,http://sydney.edu.au/courses/uos/MICR3032
Science,Microbiology,MICR,UG,Semester 2,MICR3042,Molecular Microbiology Research Skills,http://sydney.edu.au/courses/uos/MICR3042
Science,Microbiology,MICR,UG,Semester 1,MICR3911,Microbes in Infection (Advanced),http://sydney.edu.au/courses/uos/MICR3911
Science,Microbiology,MICR,UG,Semester 2,MICR3932,Molecular Microbiology Concepts (Adv),http://sydney.edu.au/courses/uos/MICR3932
Science,Microbiology,MICR,UG,Semester 2,MICR3942,Molecular Micro Research Skills (Adv),http://sydney.edu.au/courses/uos/MICR3942
Science,Nutrition,NUTM,UG,Semester 1,NUTM3001,Introductory Nutrition and Metabolism,http://sydney.edu.au/courses/uos/NUTM3001
Science,Nutrition,NUTM,UG,Semester 2,NUTM3004,Metabolic Cybernetics,http://sydney.edu.au/courses/uos/NUTM3004
Science,Physics,PHYS,UG,Semester 1,PHYS1001,Physics 1 (Regular),http://sydney.edu.au/courses/uos/PHYS1001
Science,Physics,PHYS,UG,Semester 1,PHYS1002,Physics 1 (Fundamentals),http://sydney.edu.au/courses/uos/PHYS1002
Science,Physics,PHYS,UG,Semester 2,PHYS1003,Physics 1 (Technological),http://sydney.edu.au/courses/uos/PHYS1003
Science,Physics,PHYS,UG,Semester 2,PHYS1004,Physics 1 (Environmental & Life Science),http://sydney.edu.au/courses/uos/PHYS1004
Science,Physics,PHYS,UG,Semester 2,PHYS1500,Astronomy,http://sydney.edu.au/courses/uos/PHYS1500
Science,Physics,PHYS,UG,Semester 1,PHYS1901,Physics 1A (Advanced),http://sydney.edu.au/courses/uos/PHYS1901
Science,Physics,PHYS,UG,Semester 2,PHYS1902,Physics 1B (Advanced),http://sydney.edu.au/courses/uos/PHYS1902
Science,Physics,PHYS,UG,Semester 1,PHYS2011,Physics 2A,http://sydney.edu.au/courses/uos/PHYS2011
Science,Physics,PHYS,UG,Semester 2,PHYS2012,Physics 2B,http://sydney.edu.au/courses/uos/PHYS2012
Science,Physics,PHYS,UG,Semester 2,PHYS2013,Astrophysics and Relativity,http://sydney.edu.au/courses/uos/PHYS2013
Science,Physics,PHYS,UG,Semester 1,PHYS2911,Physics 2A (Advanced),http://sydney.edu.au/courses/uos/PHYS2911
Science,Physics,PHYS,UG,Semester 2,PHYS2912,Physics 2B (Advanced),http://sydney.edu.au/courses/uos/PHYS2912
Science,Physics,PHYS,UG,Semester 2,PHYS2913,Astrophysics and Relativity (Advanced),http://sydney.edu.au/courses/uos/PHYS2913
Science,Physics,PHYS,UG,Semester 1,PHYS3015,Topics in Senior Physics A,http://sydney.edu.au/courses/uos/PHYS3015
Science,Physics,PHYS,UG,Semester 2,PHYS3025,Topics in Senior Physics B,http://sydney.edu.au/courses/uos/PHYS3025
Science,Physics,PHYS,UG,Semester 1,PHYS3039,Quantum Physics/Comp. Physics & Lab,http://sydney.edu.au/courses/uos/PHYS3039
Science,Physics,PHYS,UG,Semester 1,PHYS3040,Electromagnetism and Physics Lab,http://sydney.edu.au/courses/uos/PHYS3040
Science,Physics,PHYS,UG,Semester 1,PHYS3042,Quantum Physics/Astrophysics/Plasma,http://sydney.edu.au/courses/uos/PHYS3042
Science,Physics,PHYS,UG,Semester 1,PHYS3043,Quantum Physics/Astrop/Comp. Physics,http://sydney.edu.au/courses/uos/PHYS3043
Science,Physics,PHYS,UG,Semester 1,PHYS3044,Quantum Physics/Plasma/Comp. Physics,http://sydney.edu.au/courses/uos/PHYS3044
Science,Physics,PHYS,UG,Semester 2,PHYS3068,Condensed Matter Phys/Optics & Lab,http://sydney.edu.au/courses/uos/PHYS3068
Science,Physics,PHYS,UG,Semester 2,PHYS3069,High Energy Physics/Optics & Lab,http://sydney.edu.au/courses/uos/PHYS3069
Science,Physics,PHYS,UG,Semester 2,PHYS3074,Condensed Matter/High Energy & Lab,http://sydney.edu.au/courses/uos/PHYS3074
Science,Physics,PHYS,UG,Semester 2,PHYS3080,Condensed Matter/High Energy/Optics,http://sydney.edu.au/courses/uos/PHYS3080
Science,Physics,PHYS,UG,Semester 2,PHYS3090,Statistical Mechanics & Physics Lab,http://sydney.edu.au/courses/uos/PHYS3090
Science,Physics,PHYS,UG,Semester 2,PHYS3099,Stat. Mechanics/Cond. Matter & Lab,http://sydney.edu.au/courses/uos/PHYS3099
Science,Physics,PHYS,UG,Semester 1,PHYS3915,Topics in Senior Physics A (Advanced),http://sydney.edu.au/courses/uos/PHYS3915
Science,Physics,PHYS,UG,Semester 2,PHYS3925,Topics in Senior Physics B (Advanced),http://sydney.edu.au/courses/uos/PHYS3925
Science,Physics,PHYS,UG,Semester 1,PHYS3939,Quantum Physics/Comp. Phys. & Lab (Adv),http://sydney.edu.au/courses/uos/PHYS3939
Science,Physics,PHYS,UG,Semester 1,PHYS3940,Electromagnetism and Physics Lab (Adv),http://sydney.edu.au/courses/uos/PHYS3940
Science,Physics,PHYS,UG,Semester 1,PHYS3941,Electromagnetism & Special Project (Adv),http://sydney.edu.au/courses/uos/PHYS3941
Science,Physics,PHYS,UG,Semester 1,PHYS3942,Quantum Physics/Astrophysics/Plasma(Adv),http://sydney.edu.au/courses/uos/PHYS3942
Science,Physics,PHYS,UG,Semester 1,PHYS3943,Quantum Physics/Astrop/Comp. Phys. (Adv),http://sydney.edu.au/courses/uos/PHYS3943
Science,Physics,PHYS,UG,Semester 1,PHYS3944,Quantum Physics/Plasma/Comp. Phys. (Adv),http://sydney.edu.au/courses/uos/PHYS3944
Science,Physics,PHYS,UG,Semester 2,PHYS3968,Condensed Matter Phys/Optics & Lab (Adv),http://sydney.edu.au/courses/uos/PHYS3968
Science,Physics,PHYS,UG,Semester 2,PHYS3969,High Energy Physics/Optics & Lab (Adv),http://sydney.edu.au/courses/uos/PHYS3969
Science,Physics,PHYS,UG,Semester 2,PHYS3974,Condensed Matter/High Energy & Lab (Adv),http://sydney.edu.au/courses/uos/PHYS3974
Science,Physics,PHYS,UG,Semester 2,PHYS3980,Condensed Matter/High Energy/Optics(Adv),http://sydney.edu.au/courses/uos/PHYS3980
Science,Physics,PHYS,UG,Semester 2,PHYS3990,Statistical Mechanics & Phys. Lab (Adv),http://sydney.edu.au/courses/uos/PHYS3990
Science,Physics,PHYS,UG,Semester 2,PHYS3991,Statistical Mechanics & Project (Adv),http://sydney.edu.au/courses/uos/PHYS3991
Science,Physics,PHYS,UG,Semester 2,PHYS3999,Stat. Mechanics/Cond. Matter & Lab (Adv),http://sydney.edu.au/courses/uos/PHYS3999
Science,Psychology,PSYC,UG,Semester 1,PSYC1001,Psychology 1001,http://sydney.edu.au/courses/uos/PSYC1001
Science,Psychology,PSYC,UG,Semester 2,PSYC1002,Psychology 1002,http://sydney.edu.au/courses/uos/PSYC1002
Science,Psychology,PSYC,UG,Semester 1,PSYC2010,Brain and Behaviour,http://sydney.edu.au/courses/uos/PSYC2010
Science,Psychology,PSYC,UG,Semester 1,PSYC2012,Statistics & Research Methods for Psych,http://sydney.edu.au/courses/uos/PSYC2012
Science,Psychology,PSYC,UG,Semester 2,PSYC2013,Cognitive and Social Psychology,http://sydney.edu.au/courses/uos/PSYC2013
Science,Psychology,PSYC,UG,Semester 2,PSYC2014,Personality and Intelligence 1,http://sydney.edu.au/courses/uos/PSYC2014
Science,Psychology,PSYC,UG,Semester 1,PSYC2910,Brain and Behaviour (Advanced),http://sydney.edu.au/courses/uos/PSYC2910
Science,Psychology,PSYC,UG,Semester 2,PSYC3010,Advanced Statistics for Psychology,http://sydney.edu.au/courses/uos/PSYC3010
Science,Psychology,PSYC,UG,Semester 1,PSYC3011,Learning and Behaviour,http://sydney.edu.au/courses/uos/PSYC3011
Science,Psychology,PSYC,UG,Semester 1,PSYC3012,Cognition~ Language and Thought,http://sydney.edu.au/courses/uos/PSYC3012
Science,Psychology,PSYC,UG,Semester 2,PSYC3013,Perceptual Systems,http://sydney.edu.au/courses/uos/PSYC3013
Science,Psychology,PSYC,UG,Semester 2,PSYC3014,Behavioural and Cognitive Neuroscience,http://sydney.edu.au/courses/uos/PSYC3014
Science,Psychology,PSYC,UG,Semester 1,PSYC3015,Personality and Intelligence 2,http://sydney.edu.au/courses/uos/PSYC3015
Science,Psychology,PSYC,UG,Semester 2,PSYC3016,Developmental Psychology,http://sydney.edu.au/courses/uos/PSYC3016
Science,Psychology,PSYC,UG,Semester 1,PSYC3017,Social Psychology,http://sydney.edu.au/courses/uos/PSYC3017
Science,Psychology,PSYC,UG,Semester 1,PSYC3018,Abnormal Psychology,http://sydney.edu.au/courses/uos/PSYC3018
Science,Psychology,PSYC,UG,Semester 2,PSYC3020,Applications of Psychological Science,http://sydney.edu.au/courses/uos/PSYC3020
Science,Psychology,PSYC,UG,Semester 2,PSYC3914,Behavioural & Cognitive Neuroscience Adv,http://sydney.edu.au/courses/uos/PSYC3914
Science,Statistics,STAT,UG,Semester 1,STAT2011,Statistical Models,http://sydney.edu.au/courses/uos/STAT2011
Science,Statistics,STAT,UG,Semester 2,STAT2012,Statistical Tests,http://sydney.edu.au/courses/uos/STAT2012
Science,Statistics,STAT,UG,Semester 1,STAT2911,Probability and Statistical Models (Adv),http://sydney.edu.au/courses/uos/STAT2911
Science,Statistics,STAT,UG,Semester 2,STAT2912,Statistical Tests (Advanced),http://sydney.edu.au/courses/uos/STAT2912
Science,Statistics,STAT,UG,Semester 1,STAT3011,Stochastic Processes and Time Series,http://sydney.edu.au/courses/uos/STAT3011
Science,Statistics,STAT,UG,Semester 1,STAT3012,Applied Linear Models,http://sydney.edu.au/courses/uos/STAT3012
Science,Statistics,STAT,UG,Semester 2,STAT3013,Statistical Inference,http://sydney.edu.au/courses/uos/STAT3013
Science,Statistics,STAT,UG,Semester 2,STAT3014,Applied Statistics,http://sydney.edu.au/courses/uos/STAT3014
Science,Statistics,STAT,UG,Semester 1,STAT3911,Stochastic Processes and Time Series Adv,http://sydney.edu.au/courses/uos/STAT3911
Science,Statistics,STAT,UG,Semester 1,STAT3912,Applied Linear Models (Advanced),http://sydney.edu.au/courses/uos/STAT3912
Science,Statistics,STAT,UG,Semester 2,STAT3913,Statistical Inference Advanced,http://sydney.edu.au/courses/uos/STAT3913
Science,Statistics,STAT,UG,Semester 2,STAT3914,Applied Statistics Advanced,http://sydney.edu.au/courses/uos/STAT3914
Sydney Abroad Team,Internship,ARTS,UG,Both semesters,ARTS2600,Internship 1,http://sydney.edu.au/courses/uos/arts2600
Sydney Abroad Team,Internship,ARTS,UG,Both semesters,ARTS2601,Internship 2,http://sydney.edu.au/courses/uos/arts2601
Sydney College of the Arts,Visual Arts Electives,CADR,UG,Semester 1,CADR1005,Contemporary Drawing (Life),http://sydney.edu.au/courses/uos/CADR1005
Sydney College of the Arts,Visual Arts Electives,CADR,UG,Semester 1,CADR1006,Contemporary Drawing (Experimental),http://sydney.edu.au/courses/uos/CADR1006
Sydney College of the Arts,Visual Arts Electives,CADR,UG,Semester 2,CADR1007,Contemporary Drawing (Digital),http://sydney.edu.au/courses/uos/CADR1007
Sydney College of the Arts,Visual Arts Electives,CADR,UG,Semester 2,CADR1008,Contemporary Drawing (Time Based),http://sydney.edu.au/courses/uos/CADR1008
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Both semesters,CAEL2039,Screen Arts: an Introduction,http://sydney.edu.au/courses/uos/CAEL2039
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 2,CAEL2040,Drawing: The Medium of Translation,http://sydney.edu.au/courses/uos/CAEL2040
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 1,CAEL2041,The Art of Sound and Noise,http://sydney.edu.au/courses/uos/CAEL2041
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Both semesters,CAEL2042,Photography and the Darkroom,http://sydney.edu.au/courses/uos/CAEL2042
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 2,CAEL2043,Image/Object in Photomedia,http://sydney.edu.au/courses/uos/CAEL2043
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 1,CAEL2046,Painting Music,http://sydney.edu.au/courses/uos/CAEL2046
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 1,CAEL2047,Animation,http://sydney.edu.au/courses/uos/CAEL2047
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 2,CAEL2048,Investigating Clay,http://sydney.edu.au/courses/uos/CAEL2048
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Both semesters,CAEL2049,Vessel as Concept: Hot Glass Intro,http://sydney.edu.au/courses/uos/CAEL2049
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 1,CAEL2051,Posters to Paste-ups,http://sydney.edu.au/courses/uos/CAEL2051
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 2,CAEL2052,Introduction to Digital Publishing,http://sydney.edu.au/courses/uos/CAEL2052
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 1,CAEL2053,Screen Printing: an Introduction,http://sydney.edu.au/courses/uos/CAEL2053
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 2,CAEL2054,Silversmithing: Exoskeleton Extension,http://sydney.edu.au/courses/uos/CAEL2054
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 1,CAEL2060,Experimental Writing Studio,http://sydney.edu.au/courses/uos/CAEL2060
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 1,CAEL2067,Experiments in Australasian Painting,http://sydney.edu.au/courses/uos/CAEL2067
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 1,CAEL2069,Screenwriting and Directing,http://sydney.edu.au/courses/uos/CAEL2069
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 1,CAEL2070,Digital Compositing,http://sydney.edu.au/courses/uos/CAEL2070
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 1,CAEL2073,Skin and Sign: Ceramic Surfaces,http://sydney.edu.au/courses/uos/CAEL2073
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 2,CAEL2076,Upcycled Glass: Introducing Warm Glass,http://sydney.edu.au/courses/uos/CAEL2076
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Both semesters,CAEL2078,Glass in Time: Advanced Hot Glass,http://sydney.edu.au/courses/uos/CAEL2078
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 2,CAEL2080,Etching: Expanded Workshops,http://sydney.edu.au/courses/uos/CAEL2080
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 1,CAEL2082,On Location: Jewellery-Street Art and Gallery,http://sydney.edu.au/courses/uos/CAEL2082
Sydney College of the Arts,Visual Arts Electives,CAEL,UG,Semester 2,CAEL2088,Art and the Internet,http://sydney.edu.au/courses/uos/CAEL2088
Sydney College of the Arts,Jewellery and Object,CAJO,UG,Semester 1,CAJO2001,Jewellery and Object 2,http://sydney.edu.au/courses/uos/CAJO2001
Sydney College of the Arts,Jewellery and Object,CAJO,UG,Semester 2,CAJO2002,Jewellery and Object 3,http://sydney.edu.au/courses/uos/CAJO2002
Sydney College of the Arts,Jewellery and Object,CAJO,UG,Semester 1,CAJO3001,Jewellery and Object 4,http://sydney.edu.au/courses/uos/CAJO3001
Sydney College of the Arts,Jewellery and Object,CAJO,UG,Semester 2,CAJO3002,Jewellery and Object 5,http://sydney.edu.au/courses/uos/CAJO3002
Sydney College of the Arts,Painting,CAPA,UG,Semester 1,CAPA2001,Painting 2,http://sydney.edu.au/courses/uos/CAPA2001
Sydney College of the Arts,Painting,CAPA,UG,Semester 2,CAPA2002,Painting 3,http://sydney.edu.au/courses/uos/CAPA2002
Sydney College of the Arts,Painting,CAPA,UG,Semester 1,CAPA3001,Painting 4,http://sydney.edu.au/courses/uos/CAPA3001
Sydney College of the Arts,Painting,CAPA,UG,Semester 2,CAPA3002,Painting 5,http://sydney.edu.au/courses/uos/CAPA3002
Sydney College of the Arts,Photomedia,CAPH,UG,Semester 1,CAPH2001,Photomedia 2,http://sydney.edu.au/courses/uos/CAPH2001
Sydney College of the Arts,Photomedia,CAPH,UG,Semester 2,CAPH2002,Photomedia 3,http://sydney.edu.au/courses/uos/CAPH2002
Sydney College of the Arts,Photomedia,CAPH,UG,Semester 1,CAPH3001,Photomedia 4,http://sydney.edu.au/courses/uos/CAPH3001
Sydney College of the Arts,Photomedia,CAPH,UG,Semester 2,CAPH3002,Photomedia 5,http://sydney.edu.au/courses/uos/CAPH3002
Sydney College of the Arts,Printmedia,CAPR,UG,Semester 1,CAPR2001,Printmedia 2,http://sydney.edu.au/courses/uos/CAPR2001
Sydney College of the Arts,Printmedia,CAPR,UG,Semester 2,CAPR2002,Printmedia 3,http://sydney.edu.au/courses/uos/CAPR2002
Sydney College of the Arts,Printmedia,CAPR,UG,Semester 1,CAPR3001,Printmedia 4,http://sydney.edu.au/courses/uos/CAPR3001
